Unnamed: 0,TWEET,STOCK,DATE,LAST_PRICE,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY
3102,RT @CarolineLucas: .@TheGreenParty is calling on UK banks (inc @HSBC @Barclays) to stop funding climate-wrecking #DakotaAccess Pipelin… ,,,,,,,,,,,,
1547,RT @DrJimmyStar: Check out Westland Giftware Ceramic Spiderman Cookie Jar NIB Multi-Color https://t.co/IB65e9yvXS @eBay,,,,,,,,,,,,
,Verizon,29/12/2017,52.93,0.0094464386926128,0.006612507084829,0.0054789344417154,0.0049121481201586,9994742.0,10.057,18.086,1.0,0.0,
,BP,20/10/2018,557.5,0.0,-0.0053811659192825,0.0014349775784752,0.000896860986547,26445763.0,18.14,18.942,1.0,0.0,
Toyota,30/10/2018,6485.0,-0.00909791827293755,0.0075558982266769,0.0075558982266769,0.0090979182729375,19326200.0,23.017,24.145,-1.0,0.0,,
Microsoft,19/10/2018,108.66,-0.0014724829744155767,0.0188661881096999,0.0215350635008283,0.0083747469169887,32785475.0,44.559,27.373,1.0,0.6,,
106628,I posted a new video to Facebook https://t.co/aNioYsnxWr,,,,,,,,,,,,
31510,RT @aussiechick_79: @BasicShadowStuf @netflix Because it's gotten me through the tragic loss of two angels at the beginning of the year and…,,,,,,,,,,,,
,Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0,
,Verizon,31/10/2017,47.87,-0.0008355964069354,0.0208899101733862,0.0208899101733862,0.0223522038855232,15909969.0,16.052,14.314,1.0,0.0,
Nike,07/09/2018,80.3,0.0012453300124534064,-0.0047322540473224,-0.0087173100871731,0.0236612702366127,6633912.0,21.364,18.219,1.0,0.0,,
69655,"@CocaCola Spaghetti and meatballs is more of an American dish, just saying.",CocaCola,01/10/2018,46.23,-0.0008652390222798,-0.0008652390222798,-0.0008652390222798,-0.0034609560891195,9364735.0,12.073,11.425999999999998,-1.0,0.25
108497,RT @CandlesCandi: 1 Pack Of Soy Clam Shell Snap Bar Melts In Various Scent Choices https://t.co/o2VXwzIDYL #wax #waxmelts #candle #candles…,,,,,,,,,,,,
72303,@ENCLAVEORD Agreed. ExactTarget acquisition by @salesforce is a good example within the #Indianapolis region as far… https://t.co/J4eYcbkOJA,,,,,,,,,,,,
18782,Silverstargemsjewellery 1.97Ct Round Red Garnet Solitaire Enhancer Wedding Ri... https://t.co/zjealMb0l1 via @amazon,,,,,,,,,,,,
99324,"Next meeting of the #Birmingham Jewellery Qtr BoB club  @BoBclubs will be on  Thu, 25th Oct at 7:00 AM. Book to vis… https://t.co/UONuzvhrMu",Next,19/10/2018,5092.0,0.00942655145326,0.016496465043205,0.0428122545168892,0.0593087195600942,472846.0,33.347,35.407,1.0,0.0
80718,RT @AnnCoulter: I respectfully suggest we replace the United States Senate with the first 100 people on line at Disney World tomorrow.  #Ut…,,,,,,,,,,,,
CBS,30/09/2018,57.45,0.0,0.0,-0.0156657963446476,-0.0123585726718886,2744527.0,13.102,18.511,-1.0,0.0,,
87054,"RT @tennisjay43: So Christine Ford apparently does not remember how old she was , what date , what house , who drove her , etc !! Only reme…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.103125
864,RT @Reuters: Canada shooting suspect rented apartment close to Quebec mosque: neighbors https://t.co/PqxaXq8Itl,,,,,,,,,,,,
93280,eBay: Longines Turler Swiss Made 1980s Mens Manual Gold Plated 30mm Dress Watch mx52 https://t.co/LgbmgJSF10 https://t.co/iz1p5HHQei,,,,,,,,,,,,
81656,The Oracle TO_DATE function sucks,,,,,,,,,,,,
75226,@emhern98 @McDonalds Specially the stupid Frappe machine 😒,,,,,,,,,,,,
34502,RT @Luxatia_intl: We look forward to hearing Stefan Kratschmer from @IBM at the 2nd Privacy &amp; #DataProtection Summit https://t.co/vK2gkR5mv…,,,,,,,,,,,,
18538,"RT @Reuters: WATCH: Nasdaq tanks, marking possible end to tech rally https://t.co/dFSCpKsTEq via @ReutersTV https://t.co/WeGqPHON6a",Reuters,30/11/2017,48.5406,0.0054449265151235,0.0122536598229111,0.0052183120933816,0.0002266144217418,816955.0,7.222,18.276,-1.0,0.0
Nike,04/09/2018,79.6,0.03266331658291468,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,-1.0,0.0,,
Nike,07/09/2018,80.3,0.0012453300124534064,-0.0047322540473224,-0.0087173100871731,0.0236612702366127,6633912.0,21.364,18.219,1.0,0.0,,
30405,@Adobe Can you let me know and email address to complain to about the service received from your help desk?,,,,,,,,,,,,
9335,RT @karavini: @Ryanair how many RT would I need for you guys to fly me from Paris to Milan on 15th July with 20kg baggage? #ichallengeyou,,,,,,,,,,,,
Reuters,19/09/2018,50.0055,0.004845466998630155,0.0024237333893272,0.0026437091919889,-0.0039655637879832,7045324.0,10.691,13.978,-1.0,0.0,,
101498,@Netflixhelps I can’t load Netflix on my WiFi at all only on data,,,,,,,,,,,,
110420,"RT @NFL: TB12 to @SweetFeet_White for SIX!

📺: CBS #GoPats https://t.co/9S77sdx1DT",CBS,21/10/2018,57.2,0.0,0.0,-0.018006993006993,-0.0503496503496504,2503720.0,30.722,24.062,-1.0,0.0
34210,RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive Venomized Ghost Rider Pop! https://t.co/Br5e0BOhYN,,,,,,,,,,,,
,Tesco,29/12/2017,209.25,-0.0040621266427717,-0.0007168458781362,-0.01194743130227,-0.01194743130227,8555912.0,8.79,16.461,-1.0,0.0,
10981,@JackPosobiec @Disney @sacca .@Disney Walt died and greed took over.,,,,,,,,,,,,
,Facebook,31/03/2017,142.05,0.002534318901795,0.0042238648363251,-0.0020415346708906,-0.0120380147835269,11478265.0,10.314,9.535,1.0,0.0,
TMobile,20/10/2018,69.75,0.0,-0.0140501792114695,-0.0096057347670251,-0.0196415770609319,4744345.0,28.759,21.449,1.0,0.0,,
101703,"""Built Ford Proud"" highlights Ford’s passion, innovation and commitment to building great vehicles over 115 years a… https://t.co/aYQz8jU93Y",Ford,19/10/2018,8.5,0.0011764705882352,0.0305882352941176,0.0352941176470589,0.0164705882352941,59831126.0,26.624,22.107,1.0,0.8
,Intel,02/10/2018,48.1,-0.0343035343035342,-0.0168399168399168,-0.0168399168399168,-0.0455301455301456,42121090.0,33.404,23.986,-1.0,0.2,
85147,"@thehill Sigh.
Another poll.
Next?

#WeWomenAlwaysTellSomeone",Next,01/10/2018,5434.0,0.0110415899889584,0.0110415899889584,0.0110415899889584,-0.0570482149429517,458379.0,51.496,29.574,-1.0,0.0
46591,I support @Nike 100% 2 pairs today $328 dlls #KneelOnNike #kneelingiscaring #lovenike https://t.co/0V6UfhXPnj,,,,,,,,,,,,
63252,"RUN ME UP🙏🏽🙏🏽🙏🏽❗️
#ChrisBrown @chrisbrown #nike @Nike #adida @adidas 
#SUPPORT🙏🏽🙏🏽 https://t.co/5DFDYKbLqv",adidas,16/09/2018,210.4,0.0,0.0,-0.001425855513308,-0.0180608365019012,358734.0,18.597,28.583,-1.0,0.0
,Facebook,21/10/2018,154.05,0.0,0.0,0.0056475170399219,-0.0020123336579032,19761347.0,35.723,27.856,1.0,-0.5,
88699,"@megynkelly Wow.. you really are stumping for him.. 

How do you feel about Ford???",Ford,02/10/2018,9.2,0.0130434782608696,0.0054347826086957,0.0054347826086957,0.0206521739130436,41806359.0,19.616,22.121,-1.0,0.15
82349,"RT @CultureLPool: They're nearly here❗

Don't forget, our @GiantSpectacle website has an interactive Google map, downloadable copies of the…",Google,01/10/2018,1208.53,-0.0011998047214384,-0.0011998047214384,-0.0011998047214384,-0.023971270882808,1659364.0,15.052,17.519000000000002,-1.0,0.1
40709,@mikeq970 @facebook I saw something but mine is doing its thing. I don’t have Instagram.,,,,,,,,,,,,
Viacom,20/10/2018,36.89,0.0,0.0065058281377067,-0.0165356465166711,-0.0672268907563026,34227.0,30.364,27.469,-1.0,0.0,,
95179,'I'll Never Love Again' music video out tomorrow on Apple Music | https://t.co/aDyOs0HHjt https://t.co/7LHqqzC8dV,,,,,,,,,,,,
,Samsung,20/10/2018,43900.0,0.0,0.0034168564920273,0.0056947608200455,0.0022779043280182,7842520.0,32.129,28.458,1.0,0.3571428571428571,
Nike,07/09/2018,80.3,0.0012453300124534064,-0.0047322540473224,-0.0087173100871731,0.0236612702366127,6633912.0,21.364,18.219,-1.0,0.4166666666666667,,
McDonald's,15/09/2018,160.84,0.0,0.0096990798308878,0.0242476995772196,0.0190251181298184,3939824.0,12.173,12.037,-1.0,0.6,,
,McDonald's,20/10/2018,167.49,0.0,-0.0040599438772464,-0.0042987641053197,-0.021911755925727,3509973.0,22.823,19.084,-1.0,0.375,
,Amazon,31/10/2017,1105.28,0.0050394470179501,-0.0039175593514764,-0.0039175593514764,-0.117056311522872,3476967.0,69.48100000000001,39.548,1.0,0.5,
104790,"RT @analyticsEXO: Finally 'Namanana' reaches a position on the Amazon Best Sellers of 2018 (so far) in the position #95!

@LAY_zhang_ @wear…",Amazon,20/10/2018,1764.03,0.0,0.003792452509311,0.0383780321196351,0.0139340033899649,5907246.0,51.688,34.372,1.0,0.375
95439,RT @nowthisnews: This Disney heiress is here to tell you exactly what the 1% did with Trump’s tax cuts https://t.co/k8q67yz7lU,,,,,,,,,,,,
63,Deutsche to pay $425m to N.Y. regulator for Russian trades said to have no legitimate economic purpose https://t.co/Hlu9Fum1j6 via @Reuters,,,,,,,,,,,,
Netflix,03/09/2018,367.68,0.0,0.0,0.0,-0.0084312445604874,7943443.0,34.963,35.842,1.0,0.0,,
6669,Pope Francis denounces barbarity during Egypt visit https://t.co/bn5ALIhBBB Via @Reuters,,,,,,,,,,,,
91656,"RT @krassenstein: BREAKING:  In a New Reuters / University of Virginia Poll, Democrat Beto O'Rourke leads Ted Cruz by 3 Point in their Sena…",Reuters,18/10/2018,51.6136,-0.0010675480881007,-0.0100303020909217,-0.0285951764651176,-0.0512151835950214,1527107.0,26.745,23.387,1.0,0.1363636363636363
17500,@TMobile why so serious??!! #Thankenstein # https://t.co/QasPYVE0LM,,,,,,,,,,,,
45895,RT @maul_cosplay: Hey @netflix - I found Henry Cavill’s audition tape for the @witchergame series! #witcher #superman #netflix https://t.co…,,,,,,,,,,,,
Starbucks,24/09/2018,56.69,0.013406244487564035,0.013406244487564,0.013406244487564,-0.037396366202152,10616004.0,16.939,13.355,-1.0,0.6,,
79003,RT @DuncanBASC: Please RT far and wide!! STOLEN from South York’s Game Fair TODAY Spaniel Dog. Snatched and made escape in White Ford Conne…,,,,,,,,,,,,
106129,New on eBay US :  Panasonic LUMIX DMC-GX7 16.0MP Digital Camera - Silver (Body Only) Extra Battery… https://t.co/u7gm9PLvEY,,,,,,,,,,,,
33862,RT @AlexMLeo: @FoxNews @Keurig @Ford @LincolnMotorCo @pfizer @LibertyMutual @BayerUS @Honda @Acura @AceHardware @Pampers @Allstate @esuranc…,,,,,,,,,,,,
,Netflix,01/06/2017,162.99,0.0004908276581384,0.0014111295171482,-0.0034357936069697,0.0003681207436039,3896317.0,18.003,26.643,1.0,0.5,
82747,"RT @itsKammy_G: ""The childhood of many will be destroyed. Toy Story 4, will be the saddest film in the history of Disney, since its ending…",Disney,01/10/2018,116.24,0.0060220233998623,0.0060220233998623,0.0060220233998623,-0.0298520302821748,8644469.0,16.657,13.305,-1.0,0.5
15445,"I just listed: 'Earth Feelings', for 44.09 via @amazon https://t.co/QpyY33Dxs9",Amazon,29/09/2017,961.35,-0.0051490092058043,-0.0109013366619857,-0.0236646382691007,-0.0065012742497529,2543759.0,14.876,16.144000000000002,1.0,0.0
60342,@reeses @amazon #NotSorry and #Sweepstakes  A. REESE’S Peanut Butter Cups,,,,,,,,,,,,
22242,Check out Vintage Indian Saree 100% Pure Silk Women Craft Fabric Art Decor Silk Sari #Nivisaa https://t.co/u0JnsHMWZb via @eBay,,,,,,,,,,,,
77686,Check out NWT CALLAWAY SHORTS Peacoat Stretch Waistband Opti-Stretch SIZE 32W https://t.co/AqCkxOws4R @eBay,,,,,,,,,,,,
eBay,22/10/2018,28.49,0.00912600912600918,0.0091260091260091,0.0091260091260091,0.1182871182871183,17677158.0,54.408,35.477,1.0,0.0,,
64846,@CocaCola Considering #CBD Product Line https://t.co/f9RZcFtdxr,,,,,,,,,,,,
107235,@ChickenSith Because Disney Wars DOES have internal consistency. Tell me where it doesn’t and I shall tell you why it does.,,,,,,,,,,,,
,IBM,19/10/2018,129.1,0.0112316034082108,0.0383423702556159,0.1240898528272657,0.0910147172734314,7791636.0,49.84,31.783,1.0,0.7708333333333333,
87070,"Send and receive IOTA (MIOTA) using an e-mail address, just like PayPal. And it is a community made project… https://t.co/OnJUxD4EcJ",PayPal,01/10/2018,87.55,0.0033123929183324,0.0033123929183324,0.0033123929183324,0.0236436322101657,9260577.0,13.755,23.151,-1.0,0.0
110014,"@CNNPolitics He already had his chance and blew it.
Next administration please.",Next,21/10/2018,5092.0,0.0,0.0,0.00942655145326,0.0593087195600942,472846.0,33.347,35.407,-1.0,0.0
84299,"@EBTech41 @jdez_88 @vadertvstore Is yours working? 
Google says Vader's domain expired.",Google,01/10/2018,1208.53,-0.0011998047214384,-0.0011998047214384,-0.0011998047214384,-0.023971270882808,1659364.0,15.052,17.519000000000002,-1.0,0.0
eBay,21/09/2018,34.04,0.005875440658049437,0.0052878965922444,0.0023501762632196,0.0017626321974148,24874963.0,10.372,14.015,-1.0,0.5,,
90673,NOW PLAYING Facebook Love (Extended Version) By  David May ft Max Urban! LISTEN LIVE at https://t.co/cYt7XDLpP2.… https://t.co/1tvxGhZEao,,,,,,,,,,,,
62761,Check out Vanity Fair Magazine Leonardo Dicaprio Michele Serra Zoe Saldana Hugh Laurie  https://t.co/5O3tQtqmg0 via @eBay,,,,,,,,,,,,
Nike,21/10/2018,74.21,0.0,0.0,0.0187306292952432,0.0229079638862687,7301200.0,46.148,29.772,1.0,0.0,,
85498,I posted a new video to Facebook https://t.co/PhZ2dsuAYa,,,,,,,,,,,,
29135,"@FedEx @NFL @M_Ryan02 @AyeyoKEJO @millertime_6 I'd rather use @UPS for my #AirandGround, thanks. https://t.co/e41YZcnj0w",UPS,23/10/2018,114.24,0.0122549019607843,0.0196953781512605,0.0196953781512605,0.0283613445378152,3120177.0,27.426,19.21,1.0,0.2
736,Check out Win Cleaner USB As Seen on TV One Click PC Computer Clean Repair Protect-NEW!  https://t.co/qaGKb5kHqS via @eBay,,,,,,,,,,,,
eBay,17/09/2018,34.2,-0.002923976608187176,-0.0029239766081871,-0.0029239766081871,-0.014327485380117,6722685.0,17.965,14.271,-1.0,0.0,,
31371,RT @ABREG_1: I had a blast helping out in Houston! Tweet and RT with #HR4HR during the World Series and @TMobile will donate $2 to @TeamRub…,,,,,,,,,,,,
64135,"@Microsoft acquires #AI startup @Lobe to help people make #deeplearning models without code
https://t.co/Q16pyMNP5N",Microsoft,17/09/2018,112.14,0.0109684323167469,0.0109684323167469,0.0109684323167469,-0.0246120920278224,20736516.0,22.448,16.375999999999998,-1.0,0.0
8666,RT @FifthHarmony: Who's hanging with us in Miami at the #iHeartSummer17 Weekend by @iHeartRadio @ATT? 🌴 Visit https://t.co/jxU4PCKV2z… ,,,,,,,,,,,,
eBay,08/09/2018,33.99,0.0,-0.0097087378640778,0.0041188584877905,0.0182406590173579,6445251.0,15.765999999999998,14.593,-1.0,0.0,,
Google,19/09/2018,1174.27,-0.0060974051964199725,-0.0122970015413832,0.0031594096757986,-0.0022737530550896,1298084.0,16.51,16.828,-1.0,0.0,,
,Apple,19/10/2018,219.31,-0.0150015959144589,0.0085723405225479,0.012949705895764,0.01276731567188,33078726.0,42.1,29.662,1.0,0.0,
Facebook,28/09/2018,164.46,0.02663261583363733,0.0151404596862457,0.0027362276541407,-0.0093031740240788,34265638.0,26.211,23.132,-1.0,0.0,,
,Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0,
117728,"RT @BigHitEnt: RM - 'mono.' Playlist Download

Google: https://t.co/dv06I4DDj9
Mediafire: https://t.co/HUeJM6tkzS
Dropbox: https://t.co/uMq…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,-1.0,0.0
138,"RT @vivelafra: The hijab is a symbol of female subjugation.  If @Starbucks supports the hijab, they are oppressing women.… ",Starbucks,31/01/2017,55.22,0.0123143788482433,0.0162984425932632,0.0162984425932632,0.0583122057225642,14307985.0,23.916,17.298,-1.0,0.0
58485,The leaked video of @Google execs crying after @realDonaldTrump won the 2016 Presidential Election is just plain GO… https://t.co/3nG7FCyhOF,,,,,,,,,,,,
75763,"RT @Reuters: 'We are winning on trade.' Trump accuses China of interfering in upcoming 2018 elections, citing trade war as cause https://t.…",Reuters,26/09/2018,50.0606,0.0054993348062148,-0.0002197336827765,-0.0017598670411462,-0.0011006659928167,4494517.0,6.103,12.861,1.0,0.5
23145,"Check out Body Language Paris Woman's Blue Tank Top, Size L NWT #ParisBlues #TankCami https://t.co/IGd5vCGqW7 via @eBay",eBay,01/10/2018,32.51,0.0156874807751462,0.0156874807751462,0.0156874807751462,0.0372193171331898,11990681.0,23.54,17.737000000000005,1.0,0.25
22667,"@Reuters Any sentence beginning with ""Trump says"" should stop right there, as the rest of it inadvertibly will be e… https://t.co/5plY4aRJ0t",Reuters,01/10/2018,49.9284,0.0077210565529837,0.0077210565529837,0.0077210565529837,0.0024274761458407,8940163.0,7.945,13.033,-1.0,0.2857142857142857
,Reuters,22/10/2018,51.7568,-0.0080858940274514,-0.0080858940274514,-0.0080858940274514,-0.0312828459255594,1111772.0,26.885,23.505,1.0,0.0,
83122,"RT @KodaGG: Here is the Link to my October $25 Amazon Gift Card Giveaway!
https://t.co/fDTLJRQws0",Amazon,01/10/2018,2004.36,-0.0006785208246023,-0.0006785208246023,-0.0006785208246023,-0.0349238659721806,3468285.0,19.528,22.897,1.0,0.0
64822,RT @Audi: Acting casual? Never heard of it. #AudiA7 https://t.co/Xiczhm0odb https://t.co/sPWv2oHDWV,,,,,,,,,,,,
,Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0,
936,"#MapsAreCool -- @Microsoft partners with @HERE, TomTom and Esri to create the next ""world graph"" https://t.co/RPZDDgXZLu via @onmsft",Microsoft,31/01/2017,64.65,0.0074245939675172,0.0174787316318638,0.0174787316318638,-0.0174787316318639,25270549.0,16.199,13.125,-1.0,0.0
30900,"@welcomingcenter @Hermangild @FreeLibrary @UPS Token Photo op  ≠ Diversity  

🤬🤬 Philly ranks #37 🤬🤬… https://t.co/izUdZXjMwd",UPS,24/10/2018,107.93,0.0584638191420363,0.0714351894746594,0.0793106643194662,0.0933938663948855,5794623.0,38.893,23.908,1.0,0.0
41739,@GerberKawasaki @ValueAnalyst1 @CGrantWSJ @WSJ @nytimes @Reuters @business And Bloomberg!,,,,,,,,,,,,
111955,RT @SNEAKERHAVE: Off-White x Nike Air Max 97 “Grey” https://t.co/gXDREQfh0t,,,,,,,,,,,,
99189,RT @gtucsrc: Next week Friday it's going to be lit 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/ouIXuSFJ7q,,,,,,,,,,,,
52894,Check out Horizon Accessory Set Bling your Inspirational Fashions Iron on Appliques New #Unbranded https://t.co/qhjRFXEt38 via @eBay,,,,,,,,,,,,
,Disney,31/03/2017,113.39,-0.001852015168886,-0.0075844430725813,-0.0029985007496252,-0.0110238998147984,4617427.0,7.615,6.968,1.0,0.0,
Reuters,21/09/2018,49.9725,0.003085697133423443,0.0006603631997598,0.0055090299664815,0.0033058182000101,3027903.0,10.397,13.679,1.0,0.0,,
99823,"RT @Emojipedia: After complaints, Apple has replaced its bagel emoji with a new design that includes cream cheese https://t.co/9lKMCf3aLa h…",Apple,19/10/2018,219.31,-0.0150015959144589,0.0085723405225479,0.012949705895764,0.01276731567188,33078726.0,42.1,29.662,-1.0,0.1363636363636363
42490,"RT @hodakatebi: Rad @Nike is backing @Kaepernick7 rn, but I wish they'd also back the garment workers of color they exploit in their sweats…",Nike,04/09/2018,79.6,0.0326633165829146,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,1.0,0.0
,Toyota,01/10/2018,7060.0,0.0049575070821529,0.0049575070821529,0.0049575070821529,-0.0084985835694051,5387000.0,17.357,18.484,1.0,0.0,
25814,"RT @JayneQPatriot: Hey @cvspharmacy @CVSHealth... WTH is this?! 🤬

Since when is it CVS's job to tell Americans who to vote for? 🤨

Not onl…",CVS Health,20/10/2018,74.18,0.0,0.0047182528983552,0.0024265300620112,0.0053922890266917,7274693.0,44.587,27.986,-1.0,0.0
33009,@RealJamesWoods @netflix My hubby and I just finished watching it.  Truly nail biting all around terrific thriller.… https://t.co/wZmFSmAXNx,,,,,,,,,,,,
,Netflix,29/09/2017,181.35,-0.003584229390681,0.0034188034188034,-0.0108629721532947,0.0330851943755169,4227864.0,31.041,25.357,1.0,0.25,
118112,"RT @JandTsMadness: Sz L Chico's Quilted Reversible Green/Blue Exotic print, zip Vest Sz 2/12/14 | eBay https://t.co/n7qHfEyOyx",eBay,22/10/2018,28.49,0.0091260091260091,0.0091260091260091,0.0091260091260091,0.1182871182871183,17677158.0,54.408,35.477,1.0,0.5
47333,Check out women's beaded flats  https://t.co/J5ry77W19p via @eBay,,,,,,,,,,,,
67512,RT @shelleyhere: Earrings made with Vintage Glass Beads and New Posts - White-Orange Polka Dot  https://t.co/n3tKS1xbwG via @eBay #vintage…,,,,,,,,,,,,
108640,"RT @kgbt: A Texas mother has gone viral after her 13-year-old son stole her new BMW to go to his girlfriend’s house. 

STORY: https://t.co/…",BMW,21/10/2018,74.53,0.0,0.0,0.0010733932644572,0.0022809606869717,3597192.0,17.334,24.662,1.0,0.1363636363636363
Nike,04/09/2018,79.6,0.03266331658291468,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,-1.0,0.0,,
,Ryanair,21/10/2018,11.45,0.0,0.0,0.0161572052401747,0.0021834061135371,1782490.0,32.293,48.479,-1.0,-0.5,
38711,@comcast internet outage stopping me from watching the @Lions. Any other night I’d be freaking out.,,,,,,,,,,,,
eBay,25/10/2018,28.06,-0.02744119743406984,0.0046329294369209,0.0153243050605844,0.124376336421953,12239614.0,55.348,37.514,-1.0,-0.075,,
39188,Check out the official images of the @Nike Flyknit Racer G Men's Golf shoes dropping in a College Navy/Gym Blue/Gam… https://t.co/b7SDiDzsa8,,,,,,,,,,,,
100702,"RT @godlencloset: Y'all should fool Insta and Facebook armys by trying a fake sub for jungkook's live of him saying ""vote for bts only and…",Facebook,19/10/2018,154.05,0.0056475170399219,0.0348588120740017,0.030704316780266,-0.0020123336579032,19761347.0,35.723,27.856,-1.0,-0.1212121212121212
,Starbucks,18/10/2018,58.64,0.0078444747612551,-0.0141541609822646,-0.0322305593451569,-0.0644611186903138,12184673.0,33.193000000000005,21.983,-1.0,-0.6,
Disney,30/10/2018,114.76,-0.014987800627396297,-0.0136807249912862,-0.0136807249912862,0.0269257581038688,7365577.0,37.681,28.022,1.0,-0.4,,
,Starbucks,29/09/2017,53.71,0.0147086203686464,0.0238316886985664,0.0264382796499721,0.0256935393781419,11944370.0,11.173,14.248,1.0,0.0,
105684,RT @XxXDarkRaver: 18+ Facebook !! https://t.co/hCzRaUdlD4 https://t.co/g3oVWupS5L,,,,,,,,,,,,
,eBay,01/11/2017,37.54,0.0026638252530634,-0.0143846563665423,-0.0197123068726692,-0.0229088971763452,7092866.0,17.003,16.004,-1.0,0.5,
Apple,14/09/2018,223.84,0.011481415296640428,-0.0123749106504646,4.4674767691167376e-05,-0.0113473909935667,31999289.0,25.688,17.88,-1.0,0.0,,
,Facebook,19/10/2018,154.05,0.0056475170399219,0.0348588120740017,0.030704316780266,-0.0020123336579032,19761347.0,35.723,27.856,1.0,0.1363636363636363,
64947,@APEntertainment @JeniferLewis @Nike @Kapernick That's @Kaepernick7,,,,,,,,,,,,
58153,"@Cisco #MarkOfTheBeast #DWave #NeuralLace #AI 
Is the demise of us. #TearTheVeil #CERN",Cisco,12/09/2018,46.89,0.0029857112390701,0.0038387715930902,0.0034122414160801,0.0081040733631905,16649396.0,10.357,13.54,-1.0,0.0
56800,RT @Nataliew1020: Hi @satyanadella my husband works for @Microsoft and we enjoyed reading about your son! Our daughter is disabled &amp; my hus…,,,,,,,,,,,,
Nike,20/10/2018,74.21,0.0,0.0187306292952432,0.0305888694246059,0.0229079638862687,7301200.0,46.148,29.772,1.0,0.0,,
10219,RT @SpursOfficial: We are pleased to announce the start of a multi-year agreement with @Nike / @NikeFootball as our new kit provider f… ,,,,,,,,,,,,
23909,RT @GoldmanSachs: WATCH: “Most Americans still have no idea that there are harmful or questionable ingredients in the products that they pu…,,,,,,,,,,,,
Reuters,28/09/2018,50.3139,0.0008764973496391129,-0.0050343940740033,0.0004372549136522,-0.0067854012509465,7988967.0,6.837999999999999,12.771,-1.0,0.5,,
Reuters,25/10/2018,51.173,-0.0017216110058039255,0.0090399233971038,0.0114083598772789,0.0086100091845308,930082.0,14.315,23.313,1.0,0.0,,
McDonald's,20/09/2018,160.79,-0.01001306051371345,-0.0187822625785184,-0.0164811244480378,0.0100130605137136,3218707.0,16.005,12.525,-1.0,-0.3333333333333333,,
87384,RT @LiberationFL: Next Monday is #IndigenousPeoplesDay! Stop by our bake sale and learn about FSU and Tallahassee’s colonial legacy. All pr…,,,,,,,,,,,,
102435,I posted a new video to Facebook https://t.co/PagvVLlbAH,,,,,,,,,,,,
Nike,11/09/2018,82.63,-0.00641413530194846,-0.0281979910444148,-0.0281979910444148,-0.0366694904998184,7166847.0,25.547,18.517,-1.0,0.0,,
,Facebook,01/10/2018,162.44,0.0124353607485841,0.0124353607485841,0.0124353607485841,0.018283673971928,26407677.0,27.384,23.286,1.0,0.3352272727272727,
,eBay,31/03/2017,33.57,0.0038725052129878,0.0023830801310693,-0.0011915400655346,-0.0050640452785225,10222995.0,12.663,12.648,-1.0,-0.1,
38465,@BeautyBind @Nike Ordered mine today!,,,,,,,,,,,,
eBay,21/10/2018,28.75,0.0,0.0,0.0973913043478261,0.1033043478260869,39779447.0,58.203,35.868,-1.0,0.0,,
Starbucks,17/09/2018,54.57,0.0032985156679494177,0.0032985156679494,0.0032985156679494,0.0073300348176653,9277192.0,8.517999999999999,11.52,1.0,0.4,,
,Facebook,21/10/2018,154.05,0.0,0.0,0.0056475170399219,-0.0020123336579032,19761347.0,35.723,27.856,1.0,0.0,
76175,@iamsrk @Apple LOVE YOU SEXY 😍😍🔥🔥🔥💋💋❤️,,,,,,,,,,,,
77153,@netflix why you remove #Shadowhunters? It’s my favorite show on Netflix :( I need season 4… #SaveTheShadowWorld… https://t.co/gXwMt3IefC,,,,,,,,,,,,
23152,RT @netflix: My King and Queen of October https://t.co/BUdk4Y6U58,,,,,,,,,,,,
116564,"RT @BTS_twt: RM - mono.

Soundcloud: https://t.co/lRE59fNSls
Google: https://t.co/OlW5N8xWa7
Mediafire: https://t.co/eatf17DRqR
Dropbox: ht…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0
